	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
32	a man in a gray collared shirt working on a hound	a man in a gray collared shirt working on a dog	 hound,  dog	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
33	a man in a gray collared shirt working on a vegetable	a man in a gray collared shirt working on a tomato	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
34	a man in a gray collared shirt working on a tree	a man in a gray collared shirt working on a cherry tree	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
37	a man in a gray collared shirt working on a adult	a man in a gray collared shirt working on a woman	 adult,  woman	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
38	a man in a gray collared shirt working on a vehicle	a man in a gray collared shirt working on a creature	 vehicle,  creature	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	4
43	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a court	 building,  court	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
0	dawn breaks , which is no fruit .	dawn breaks , which is no food .	 fruit,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
2	dawn breaks , which is no hospital .	dawn breaks , which is no building .	 hospital,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
3	dawn breaks , which is no rap .	dawn breaks , which is no food .	 rap,  food	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
4	dawn breaks , which is no hound .	dawn breaks , which is no dog .	 hound,  dog	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	3
5	dawn breaks , which is no potato .	dawn breaks , which is no vegetable .	 potato,  vegetable	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
6	dawn breaks , which is no watermelon .	dawn breaks , which is no fruit .	 watermelon,  fruit	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
7	dawn breaks , which is no rap .	dawn breaks , which is no music .	 rap,  music	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
8	dawn breaks , which is no lass .	dawn breaks , which is no woman .	 lass,  woman	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
9	dawn breaks , which is no person .	dawn breaks , which is no man .	 person,  man	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
10	dawn breaks , which is no pork .	dawn breaks , which is no meat .	 pork,  meat	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
11	dawn breaks , which is no brown sugar .	dawn breaks , which is no sugar .	 brown sugar,  sugar	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
16	dawn breaks , which is no plant .	dawn breaks , which is no tree .	 plant,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	3
17	dawn breaks , which is no apple pie .	dawn breaks , which is no pie .	 apple pie,  pie	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
18	dawn breaks , which is no child .	dawn breaks , which is no person .	 child,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
19	dawn breaks , which is no palace .	dawn breaks , which is no building .	 palace,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
20	dawn breaks , which is no snow .	dawn breaks , which is no weather .	 snow,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
21	dawn breaks , which is no oak .	dawn breaks , which is no tree .	 oak,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
22	dawn breaks , which is no club .	dawn breaks , which is no building .	 club,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
23	dawn breaks , which is no building .	dawn breaks , which is no vehicle .	 building,  vehicle	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	5
24	dawn breaks , which is no library .	dawn breaks , which is no building .	 library,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
27	dawn breaks , which is no wife .	dawn breaks , which is no woman .	 wife,  woman	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
28	dawn breaks , which is no rain .	dawn breaks , which is no weather .	 rain,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
29	dawn breaks , which is no pasta .	dawn breaks , which is no food .	 pasta,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
31	dawn breaks , which is no girl .	dawn breaks , which is no person .	 girl,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
32	dawn breaks , which is no dog .	dawn breaks , which is no hound .	 dog,  hound	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	3
33	dawn breaks , which is no tomato .	dawn breaks , which is no vegetable .	 tomato,  vegetable	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
34	dawn breaks , which is no cherry tree .	dawn breaks , which is no tree .	 cherry tree,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
35	dawn breaks , which is no swing .	dawn breaks , which is no music .	 swing,  music	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
37	dawn breaks , which is no woman .	dawn breaks , which is no adult .	 woman,  adult	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
38	dawn breaks , which is no creature .	dawn breaks , which is no vehicle .	 creature,  vehicle	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	5
39	dawn breaks , which is no meat .	dawn breaks , which is no fruit .	 meat,  fruit	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
40	dawn breaks , which is no sleet .	dawn breaks , which is no weather .	 sleet,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
42	dawn breaks , which is no meat .	dawn breaks , which is no food .	 meat,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
43	dawn breaks , which is no court .	dawn breaks , which is no building .	 court,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	3
44	dawn breaks , which is no pasta .	dawn breaks , which is no weather .	 pasta,  weather	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	2	5
0	dawn breaks , which is no food .	dawn breaks , which is no fruit .	 food,  fruit	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
2	dawn breaks , which is no building .	dawn breaks , which is no hospital .	 building,  hospital	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	2	1
3	dawn breaks , which is no food .	dawn breaks , which is no rap .	 food,  rap	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
4	dawn breaks , which is no dog .	dawn breaks , which is no hound .	 dog,  hound	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	2	1
5	dawn breaks , which is no vegetable .	dawn breaks , which is no potato .	 vegetable,  potato	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
6	dawn breaks , which is no fruit .	dawn breaks , which is no watermelon .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
7	dawn breaks , which is no music .	dawn breaks , which is no rap .	 music,  rap	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
8	dawn breaks , which is no woman .	dawn breaks , which is no lass .	 woman,  lass	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
9	dawn breaks , which is no man .	dawn breaks , which is no person .	 man,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
10	dawn breaks , which is no meat .	dawn breaks , which is no pork .	 meat,  pork	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
11	dawn breaks , which is no sugar .	dawn breaks , which is no brown sugar .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
16	dawn breaks , which is no tree .	dawn breaks , which is no plant .	 tree,  plant	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	2	1
17	dawn breaks , which is no pie .	dawn breaks , which is no apple pie .	 pie,  apple pie	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
18	dawn breaks , which is no person .	dawn breaks , which is no child .	 person,  child	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	2	1
19	dawn breaks , which is no building .	dawn breaks , which is no palace .	 building,  palace	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	2	1
20	dawn breaks , which is no weather .	dawn breaks , which is no snow .	 weather,  snow	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
