	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
44	Some animals, such as lions, eat pasta.	Some animals, such as lions, eat weather.	 pasta,  weather	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
0	Some animals, such as lions, eat food.	Some animals, such as lions, eat fruit.	 food,  fruit	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
1	Some animals, such as lions, eat seafood.	Some animals, such as lions, eat oysters.	 seafood,  oysters	m	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
3	Some animals, such as lions, eat food.	Some animals, such as lions, eat rap.	 food,  rap	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
7	Some animals, such as lions, eat music.	Some animals, such as lions, eat rap.	 music,  rap	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
10	Some animals, such as lions, eat meat.	Some animals, such as lions, eat pork.	 meat,  pork	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
11	Some animals, such as lions, eat sugar.	Some animals, such as lions, eat brown sugar.	 sugar,  brown sugar	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
12	Some animals, such as lions, eat food.	Some animals, such as lions, eat mittens.	 food,  mittens	m	p	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
13	Some animals, such as lions, eat clothes.	Some animals, such as lions, eat peaches.	 clothes,  peaches	p	p	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
14	Some animals, such as lions, eat people.	Some animals, such as lions, eat women.	 people,  women	p	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
15	Some animals, such as lions, eat food.	Some animals, such as lions, eat hats.	 food,  hats	m	p	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
17	Some animals, such as lions, eat pie.	Some animals, such as lions, eat apple pie.	 pie,  apple pie	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
20	Some animals, such as lions, eat weather.	Some animals, such as lions, eat snow.	 weather,  snow	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
25	Some animals, such as lions, eat things.	Some animals, such as lions, eat files.	 things,  files	p	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
26	Some animals, such as lions, eat clothes.	Some animals, such as lions, eat shoes.	 clothes,  shoes	p	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
28	Some animals, such as lions, eat weather.	Some animals, such as lions, eat rain.	 weather,  rain	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
29	Some animals, such as lions, eat food.	Some animals, such as lions, eat pasta.	 food,  pasta	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
30	Some animals, such as lions, eat fruit.	Some animals, such as lions, eat apples.	 fruit,  apples	m	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
35	Some animals, such as lions, eat music.	Some animals, such as lions, eat swing.	 music,  swing	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
36	Some animals, such as lions, eat students.	Some animals, such as lions, eat first-year students.	 students,  first-year students	p	p	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
39	Some animals, such as lions, eat fruit.	Some animals, such as lions, eat meat.	 fruit,  meat	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
40	Some animals, such as lions, eat weather.	Some animals, such as lions, eat sleet.	 weather,  sleet	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
41	Some animals, such as lions, eat fruit.	Some animals, such as lions, eat sausages.	 fruit,  sausages	m	p	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
42	Some animals, such as lions, eat food.	Some animals, such as lions, eat meat.	 food,  meat	m	m	geq	MED	up	Some animals, such as lions, eat x.	non-entailment	0	2
44	Some animals, such as lions, eat weather.	Some animals, such as lions, eat pasta.	 weather,  pasta	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
0	 fruit is no laughing matter.	 food is no laughing matter.	 fruit,  food	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
3	 rap is no laughing matter.	 food is no laughing matter.	 rap,  food	m	m	none	MED	up	x is no laughing matter.	non-entailment	0	4
7	 rap is no laughing matter.	 music is no laughing matter.	 rap,  music	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
10	 pork is no laughing matter.	 meat is no laughing matter.	 pork,  meat	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
11	 brown sugar is no laughing matter.	 sugar is no laughing matter.	 brown sugar,  sugar	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
17	 apple pie is no laughing matter.	 pie is no laughing matter.	 apple pie,  pie	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
20	 snow is no laughing matter.	 weather is no laughing matter.	 snow,  weather	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
28	 rain is no laughing matter.	 weather is no laughing matter.	 rain,  weather	m	m	leq	MED	up	x is no laughing matter.	entailment	1	0
29	 pasta is no laughing matter.	 food is no laughing matter.	 pasta,  food	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
35	 swing is no laughing matter.	 music is no laughing matter.	 swing,  music	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
39	 meat is no laughing matter.	 fruit is no laughing matter.	 meat,  fruit	m	m	none	MED	up	x is no laughing matter.	non-entailment	1	4
40	 sleet is no laughing matter.	 weather is no laughing matter.	 sleet,  weather	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
42	 meat is no laughing matter.	 food is no laughing matter.	 meat,  food	m	m	leq	MED	up	x is no laughing matter.	entailment	0	0
44	 pasta is no laughing matter.	 weather is no laughing matter.	 pasta,  weather	m	m	none	MED	up	x is no laughing matter.	non-entailment	1	4
0	 food is no laughing matter.	 fruit is no laughing matter.	 food,  fruit	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
3	 food is no laughing matter.	 rap is no laughing matter.	 food,  rap	m	m	none	MED	up	x is no laughing matter.	non-entailment	1	4
7	 music is no laughing matter.	 rap is no laughing matter.	 music,  rap	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
10	 meat is no laughing matter.	 pork is no laughing matter.	 meat,  pork	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
11	 sugar is no laughing matter.	 brown sugar is no laughing matter.	 sugar,  brown sugar	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
17	 pie is no laughing matter.	 apple pie is no laughing matter.	 pie,  apple pie	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
20	 weather is no laughing matter.	 snow is no laughing matter.	 weather,  snow	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
28	 weather is no laughing matter.	 rain is no laughing matter.	 weather,  rain	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
29	 food is no laughing matter.	 pasta is no laughing matter.	 food,  pasta	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
35	 music is no laughing matter.	 swing is no laughing matter.	 music,  swing	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
39	 fruit is no laughing matter.	 meat is no laughing matter.	 fruit,  meat	m	m	none	MED	up	x is no laughing matter.	non-entailment	0	4
40	 weather is no laughing matter.	 sleet is no laughing matter.	 weather,  sleet	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
42	 food is no laughing matter.	 meat is no laughing matter.	 food,  meat	m	m	geq	MED	up	x is no laughing matter.	non-entailment	1	2
44	 weather is no laughing matter.	 pasta is no laughing matter.	 weather,  pasta	m	m	none	MED	up	x is no laughing matter.	non-entailment	1	4
2	Tom put some rice in a hospital.	Tom put some rice in a building.	 hospital,  building	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
4	Tom put some rice in a hound.	Tom put some rice in a dog.	 hound,  dog	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
5	Tom put some rice in a potato.	Tom put some rice in a vegetable.	 potato,  vegetable	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
6	Tom put some rice in a watermelon.	Tom put some rice in a fruit.	 watermelon,  fruit	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
8	Tom put some rice in a lass.	Tom put some rice in a woman.	 lass,  woman	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
9	Tom put some rice in a person.	Tom put some rice in a man.	 person,  man	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
16	Tom put some rice in a plant.	Tom put some rice in a tree.	 plant,  tree	s	s	leq	MED	up	Tom put some rice in a x.	entailment	0	0
18	Tom put some rice in a child.	Tom put some rice in a person.	 child,  person	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
19	Tom put some rice in a palace.	Tom put some rice in a building.	 palace,  building	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
21	Tom put some rice in a oak.	Tom put some rice in a tree.	 oak,  tree	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
22	Tom put some rice in a club.	Tom put some rice in a building.	 club,  building	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
23	Tom put some rice in a building.	Tom put some rice in a vehicle.	 building,  vehicle	s	s	none	MED	up	Tom put some rice in a x.	non-entailment	0	4
24	Tom put some rice in a library.	Tom put some rice in a building.	 library,  building	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
27	Tom put some rice in a wife.	Tom put some rice in a woman.	 wife,  woman	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
31	Tom put some rice in a girl.	Tom put some rice in a person.	 girl,  person	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
32	Tom put some rice in a dog.	Tom put some rice in a hound.	 dog,  hound	s	s	leq	MED	up	Tom put some rice in a x.	entailment	0	0
33	Tom put some rice in a tomato.	Tom put some rice in a vegetable.	 tomato,  vegetable	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
34	Tom put some rice in a cherry tree.	Tom put some rice in a tree.	 cherry tree,  tree	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
37	Tom put some rice in a woman.	Tom put some rice in a adult.	 woman,  adult	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
38	Tom put some rice in a creature.	Tom put some rice in a vehicle.	 creature,  vehicle	s	s	none	MED	up	Tom put some rice in a x.	non-entailment	0	4
43	Tom put some rice in a court.	Tom put some rice in a building.	 court,  building	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
2	Tom put some rice in a building.	Tom put some rice in a hospital.	 building,  hospital	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
4	Tom put some rice in a dog.	Tom put some rice in a hound.	 dog,  hound	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
5	Tom put some rice in a vegetable.	Tom put some rice in a potato.	 vegetable,  potato	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
6	Tom put some rice in a fruit.	Tom put some rice in a watermelon.	 fruit,  watermelon	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
8	Tom put some rice in a woman.	Tom put some rice in a lass.	 woman,  lass	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
9	Tom put some rice in a man.	Tom put some rice in a person.	 man,  person	s	s	leq	MED	up	Tom put some rice in a x.	entailment	1	0
16	Tom put some rice in a tree.	Tom put some rice in a plant.	 tree,  plant	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	1	2
18	Tom put some rice in a person.	Tom put some rice in a child.	 person,  child	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
19	Tom put some rice in a building.	Tom put some rice in a palace.	 building,  palace	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
21	Tom put some rice in a tree.	Tom put some rice in a oak.	 tree,  oak	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
22	Tom put some rice in a building.	Tom put some rice in a club.	 building,  club	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
23	Tom put some rice in a vehicle.	Tom put some rice in a building.	 vehicle,  building	s	s	none	MED	up	Tom put some rice in a x.	non-entailment	1	4
24	Tom put some rice in a building.	Tom put some rice in a library.	 building,  library	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
27	Tom put some rice in a woman.	Tom put some rice in a wife.	 woman,  wife	s	s	geq	MED	up	Tom put some rice in a x.	non-entailment	0	2
